
========================================================================
=== SeedSweep final report (top-10% freerun means) ===
========================================================================
DIM=10  M=2  num_seeds=800  threads=16  epochs=100  freerun_runs=1000
base_esn_seed=1002999015000000000  base_orbit_seed=9333312947715283458
ok=800 / 800

--- All seeds (sorted by mean VPT*duty) ---
note: VxD_mn is mean of top-10% (VPT*duty) products, not VPT_mn*duty_mn (top-10% pools are independent per metric).
rank    idx             esn_seed     VxD_mn     VPT_mn    duty_mn    RMSE_mn  r_VxD  r_VPT r_duty
780     299 11369716234639556352      0.234       1.97      0.144   0.788871    780    746    790
781     140  4653726255977615636      0.210       1.72      0.147   0.765941    781    760    789
782     445 16382734682503548658      0.200       1.05      0.223   0.541341    782    788    779
783     125  9358171881360946917      0.193       0.92      0.299   0.420424    783    792    760
784     411  9553339612768368985      0.177       1.29      0.157   0.561513    784    779    788
785     135  1402167769656062409      0.175       1.55      0.137   0.848119    785    771    792
786     486  4039873638047662966      0.173       1.26      0.163   0.617791    786    780    787
787     340 10059300210213685722      0.170       1.00      0.223   0.643241    787    789    780
788     526 11107079897963074050      0.148       0.99      0.175   0.582072    788    790    786
789     369 16146537198399972905      0.141       0.95      0.176   0.664669    789    791    784
790     497 18137105402097725713      0.123       0.83      0.175   0.557629    790    793    785
791     399 13040438158848806053      0.121       0.67      0.190   0.601624    791    796    781
792     150 16605986075171681514      0.106       1.19      0.103   0.712520    792    783    796
793     704   252316394115499867      0.085       1.05      0.133   6.051493    793    787    793
794     460  7597320226734533446      0.077       0.76      0.140   0.644966    794    795    791
795     408  3797041485664661291      0.067       1.11      0.085   2.693407    795    785    798
796     175 17968698495398783821      0.064       0.82      0.123   2.860552    796    794    794
797     603  9701410924382890467      0.051       0.60      0.103   1.866529    797    797    795
798     234  6014663367315786843      0.034       0.59      0.061   1.138512    798    798    799
799      70  4744693069029537810      0.028       0.31      0.098   0.676285    799    799    797
800     662 17908318806972983187      0.002       0.03      0.004   4.056075    800    800    800

--- Top 10 by mean VPT*duty ---
rank    idx             esn_seed     VxD_mn     VPT_mn    duty_mn
1       656  7934791766227647176     1.3928     3.8477     0.4573
2       591  8982357012682103037     1.3600     3.7653     0.4544
3       301  3079493423467196890     1.3013     3.5355     0.4672
4       166  7446619053544319530     1.2974     3.5936     0.4643
5        62  7177932529503219229     1.2877     3.5889     0.4621
6       288  6461037296157168862     1.2848     3.5404     0.4723
7       635 13435823681926491900     1.2759     3.4563     0.4535
8       610 10201570615112633806     1.2751     3.4982     0.4570
9       401 18405365351339599371     1.2732     3.5291     0.4697
10      794  4950050133777070656     1.2683     3.6409     0.4415

--- Top 10 by mean VPT ---
rank    idx             esn_seed     VxD_mn     VPT_mn    duty_mn
1       656  7934791766227647176     1.3928     3.8477     0.4573
2       591  8982357012682103037     1.3600     3.7653     0.4544
3       794  4950050133777070656     1.2683     3.6409     0.4415
4        63  1696850237745360670     1.2483     3.6088     0.4429
5       166  7446619053544319530     1.2974     3.5936     0.4643
6        62  7177932529503219229     1.2877     3.5889     0.4621
7       503 10253254895481126005     1.2361     3.5606     0.4421
8       541   758712030103328587     1.2256     3.5557     0.4587
9       524 10402359954153541494     1.2401     3.5527     0.4460
10      521  8585937902693122814     1.2493     3.5481     0.4631

--- Top 10 by mean duty ---
rank    idx             esn_seed     VxD_mn     VPT_mn    duty_mn
1       254 15886750120299046464     1.2539     3.3063     0.4800
2       617 16334572903455184609     1.1680     3.2629     0.4772
3       696 15075519048733393169     1.2076     3.2833     0.4762
4       692   938258227231889449     1.2450     3.4588     0.4757
5       314 18235960694024879109     1.2635     3.4665     0.4753
6       792 17290233802289316557     1.1929     3.2995     0.4749
7       550  2056973521126668886     1.2074     3.2833     0.4741
8       719  4944595549670057741     1.2030     3.2906     0.4727
9       288  6461037296157168862     1.2848     3.5404     0.4723
10      250  6127913292760207042     1.1217     3.1779     0.4722

Cherry-pick: use esn_seed from the tables above with Train / OrbitSweep / FreeRun (same dim/M/dynamics). Weights were not saved here.
